Rank,Name,Genre,ESRB_Rating,Publisher,Developer,VGChartz_Score,Critic_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,status,Vgchartzscore,img_url,serial,Platform,url
702.0,Mario + Rabbids: Kingdom Battle,Strategy,E10,Ubisoft,Ubisoft Milan,,8.3,,1.1,1.08,0.22,0.2,2017.0,24th Jan 18,1.0,,/games/boxart/full_3788749AmericaFrontccc.png,9590102256,NS,http://www.vgchartz.com/game/181862/mario-rabbids-kingdom-battle/?region=All
707.0,Mario & Luigi: Dream Team,Role-Playing,E10,Nintendo,AlphaDream Corporation,,8.0,2.58,,,,,2013.0,28th Aug 18,1.0,,/games/boxart/full_5914705AmericaFrontccc.png,9340659139,3DS,http://www.vgchartz.com/game/72017/mario-amp-luigi-dream-team/?region=All
714.0,NBA 2K14,Sports,E,2K Sports,Visual Concepts,,,,2.11,0.19,0.0,0.27,2013.0,05th Jan 18,1.0,,/games/boxart/full_7567790AmericaFrontccc.jpeg,8676889578,X360,http://www.vgchartz.com/game/72228/nba-2k14/?region=All
874.0,NBA 2K14,Sports,E,2K Sports,Visual Concepts,,,,1.45,0.34,0.04,0.39,2013.0,05th Jan 18,1.0,,/games/boxart/full_8171965AmericaFrontccc.jpeg,7836899310,PS3,http://www.vgchartz.com/game/72229/nba-2k14/?region=All
1417.0,NBA 2K14,Sports,E,2K Sports,Visual Concepts,,,,0.91,0.35,0.01,0.27,2013.0,05th Jan 18,1.0,,/games/boxart/full_3597823AmericaFrontccc.jpg,9506784258,PS4,http://www.vgchartz.com/game/74165/nba-2k14/?region=All
2575.0,NBA 2K14,Sports,E,2K Sports,Visual Concepts,,,,0.72,0.12,,0.09,2013.0,05th Jan 18,1.0,,/games/boxart/full_1880144AmericaFrontccc.jpeg,6402325427,XOne,http://www.vgchartz.com/game/74164/nba-2k14/?region=All
39021.0,NBA 2K14,Sports,E,2K Sports,Visual Concepts,,,,,,,,2013.0,05th Jan 18,1.0,,/games/boxart/full_8625378AmericaFrontccc.jpg,1874627554,PC,http://www.vgchartz.com/game/78146/nba-2k14/?region=All
39022.0,NBA 2K14,Misc,,2K Sports,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/full_5256876AmericaFrontccc.png,6260831592,And,http://www.vgchartz.com/game/78147/nba-2k14/?region=All
722.0,Mario Tennis Aces,Sports,E,Nintendo,Camelot Software Planning,,7.8,2.53,,,,,2018.0,14th Jun 18,1.0,7.0,/games/boxart/full_3754726AmericaFrontccc.jpg,6231625592,NS,http://www.vgchartz.com/game/220629/mario-tennis-aces/?region=All
736.0,Forza Horizon 3,Racing,E,Microsoft Studios,Playground Games,,9.0,2.5,,,,,2016.0,13th Jan 18,1.0,,/games/boxart/full_8430955AmericaFrontccc.jpg,6988396954,XOne,http://www.vgchartz.com/game/119955/forza-horizon-3/?region=All
31285.0,Forza Horizon 3,Racing,,Microsoft Studios,Playground Games,,,,,,,,2016.0,01st Oct 18,1.0,,/games/boxart/full_2432027AmericaFrontccc.jpeg,8405029665,PC,http://www.vgchartz.com/game/136482/forza-horizon-3/?region=All
738.0,Rise of the Tomb Raider,Adventure,M,Square Enix,Crystal Dynamics,,,2.49,,,,,2016.0,11th Apr 18,1.0,,/games/boxart/full_7661736PALFrontccc.jpg,3737198013,PC,http://www.vgchartz.com/game/82906/rise-of-the-tomb-raider/?region=All
963.0,Rise of the Tomb Raider,Adventure,M,Square Enix,Crystal Dynamics,,,,0.61,1.08,0.05,0.32,2016.0,11th Apr 18,1.0,,/games/boxart/full_927091AmericaFrontccc.png,5078411156,PS4,http://www.vgchartz.com/game/82907/rise-of-the-tomb-raider/?region=All
2420.0,Rise of the Tomb Raider,Adventure,T,Square Enix,Crystal Dynamics,,,1.0,,,,,2015.0,11th Apr 18,1.0,,/games/boxart/full_2029589AmericaFrontccc.png,6036492049,XOne,http://www.vgchartz.com/game/82908/rise-of-the-tomb-raider/?region=All
5883.0,Rise of the Tomb Raider,Adventure,M,Square Enix,Crystal Dynamics,,,,0.21,0.12,,0.03,2015.0,11th Apr 18,1.0,,/games/boxart/full_5231178AmericaFrontccc.jpg,9382896222,X360,http://www.vgchartz.com/game/84683/rise-of-the-tomb-raider/?region=All
741.0,NBA 2K15,Sports,E,2K Sports,Visual Concepts,,,,1.49,0.55,0.01,0.44,2014.0,04th Jan 18,1.0,,/games/boxart/full_3442465AmericaFrontccc.jpeg,7302109159,PS4,http://www.vgchartz.com/game/78587/nba-2k15/?region=All
1206.0,NBA 2K15,Sports,E,2K Sports,Visual Concepts,,,,1.39,0.18,,0.18,2014.0,04th Jan 18,1.0,,/games/boxart/full_9681367AmericaFrontccc.png,3524388532,XOne,http://www.vgchartz.com/game/78585/nba-2k15/?region=All
1303.0,NBA 2K15,Sports,E,2K Sports,Visual Concepts,,,,1.37,0.11,,0.17,2014.0,04th Jan 18,1.0,,/games/boxart/full_5342571PALFrontccc.jpg,7566436869,X360,http://www.vgchartz.com/game/78586/nba-2k15/?region=All
1669.0,NBA 2K15,Sports,E,2K Sports,Visual Concepts,,,,0.89,0.22,0.02,0.24,2014.0,04th Jan 18,1.0,,/games/boxart/full_8187944PALFrontccc.jpg,1452186718,PS3,http://www.vgchartz.com/game/78588/nba-2k15/?region=All
39023.0,NBA 2K15,Sports,,2K Sports,Visual Concepts,,,,,,,,2014.0,,1.0,,/games/boxart/full_9046203AmericaFrontccc.png,6314033368,PC,http://www.vgchartz.com/game/86059/nba-2k15/?region=All
765.0,Donkey Kong Country Returns 3D,Platform,E,Nintendo,Monster Games,,8.6,2.42,,,,,2013.0,28th Sep 18,1.0,,/games/boxart/full_7881891AmericaFrontccc.jpg,4931657615,3DS,http://www.vgchartz.com/game/72201/donkey-kong-country-returns-3d/?region=All
767.0,Kirby Star Allies,Platform,E10,Nintendo,HAL Laboratory,,8.1,2.42,,,,,2018.0,14th Mar 18,1.0,7.0,/games/boxart/full_6412652AmericaFrontccc.jpg,5596237300,NS,http://www.vgchartz.com/game/182718/kirby-star-allies/?region=All
779.0,Forza Motorsport 5,Racing,E,Microsoft Studios,Turn 10 Studios,,,,1.28,0.9,0.01,0.21,2013.0,15th Jan 18,1.0,,/games/boxart/full_1540980PALFrontccc.jpg,5449997426,XOne,http://www.vgchartz.com/game/72222/forza-motorsport-5/?region=All
786.0,God of War: Ascension,Action,M,Sony Computer Entertainment,SCEA Santa Monica Studio,,,,1.23,0.72,0.04,0.41,2013.0,04th Apr 18,1.0,,/games/boxart/full_553721AmericaFrontccc.jpg,7343725252,PS3,http://www.vgchartz.com/game/70705/god-of-war-ascension/?region=All
788.0,Batman: Arkham Origins,Action-Adventure,T,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,,1.08,0.88,0.04,0.4,2013.0,13th Apr 18,1.0,,/games/boxart/full_3120044AmericaFrontccc.jpg,2743745008,PS3,http://www.vgchartz.com/game/71969/batman-arkham-origins/?region=All
1086.0,Batman: Arkham Origins,Action-Adventure,T,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,,1.15,0.58,0.0,0.17,2013.0,13th Apr 18,1.0,,/games/boxart/full_7052292AmericaFrontccc.jpg,2715981804,X360,http://www.vgchartz.com/game/71971/batman-arkham-origins/?region=All
1118.0,Batman: Arkham Origins,Action-Adventure,T,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,1.85,,,,,2014.0,13th Apr 18,1.0,,/games/boxart/full_8037983AmericaFrontccc.jpg,3641330949,PC,http://www.vgchartz.com/game/71968/batman-arkham-origins/?region=All
6481.0,Batman: Arkham Origins,Action-Adventure,T,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,,0.19,0.1,0.0,0.03,2013.0,13th Apr 18,1.0,,/games/boxart/full_2641823AmericaFrontccc.jpg,2324665167,WiiU,http://www.vgchartz.com/game/71970/batman-arkham-origins/?region=All
797.0,Ratchet & Clank (2016),Platform,E10,Sony Interactive Entertainment,Insomniac Games,,,,0.97,0.97,0.06,0.39,2016.0,25th Apr 18,1.0,,/games/boxart/full_9428003AmericaFrontccc.png,7505042293,PS4,http://www.vgchartz.com/game/83085/ratchet-amp-clank-2016/?region=All
802.0,Kirby: Triple Deluxe,Platform,E,Nintendo,HAL Laboratory,,7.8,2.37,,,,,2014.0,30th Jan 18,1.0,,/games/boxart/full_2472443AmericaFrontccc.jpg,3780911151,3DS,http://www.vgchartz.com/game/77878/kirby-triple-deluxe/?region=All
804.0,Uncharted: The Lost Legacy,Action,,Sony Interactive Entertainment,Naughty Dog,,,,0.58,1.38,0.04,0.36,2017.0,,1.0,,/games/boxart/full_727021AmericaFrontccc.png,8214469892,PS4,http://www.vgchartz.com/game/147591/uncharted-the-lost-legacy/?region=All
815.0,Lego Marvel Super Heroes,Action,E10,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.26,0.87,,0.21,2013.0,01st Dec 18,1.0,,/games/boxart/full_5760376AmericaFrontccc.jpg,5170473673,X360,http://www.vgchartz.com/game/71339/lego-marvel-super-heroes/?region=All
1041.0,Lego Marvel Super Heroes,Action,E10,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.77,0.85,0.01,0.32,2013.0,01st Dec 18,1.0,,/games/boxart/full_5761407AmericaFrontccc.jpg,6717280340,PS3,http://www.vgchartz.com/game/71343/lego-marvel-super-heroes/?region=All
1073.0,Lego Marvel Super Heroes,Action,E10,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.59,1.0,0.01,0.3,2013.0,01st Dec 18,1.0,,/games/boxart/full_6648091AmericaFrontccc.jpeg,7725284014,PS4,http://www.vgchartz.com/game/75411/lego-marvel-super-heroes/?region=All
2046.0,Lego Marvel Super Heroes,Action,E10,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.61,0.44,,0.1,2013.0,01st Dec 18,1.0,,/games/boxart/full_767000AmericaFrontccc.jpeg,7732737007,XOne,http://www.vgchartz.com/game/75582/lego-marvel-super-heroes/?region=All
2449.0,Lego Marvel Super Heroes,Action,E10,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.99,,,,,2013.0,01st Dec 18,1.0,,/games/boxart/full_3279187AmericaFrontccc.png,8391626844,PC,http://www.vgchartz.com/game/71340/lego-marvel-super-heroes/?region=All
3105.0,Lego Marvel Super Heroes,Action,E10,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.31,0.36,0.03,0.06,2013.0,01st Dec 18,1.0,,/games/boxart/full_8888047AmericaFrontccc.jpg,8166070282,WiiU,http://www.vgchartz.com/game/71341/lego-marvel-super-heroes/?region=All
817.0,Dragon Age: Inquisition,Role-Playing,M,Electronic Arts,BioWare Edmonton,,,,1.07,0.8,0.08,0.38,2014.0,05th Jan 19,1.0,,/games/boxart/full_5737361AmericaFrontccc.jpg,3689033886,PS4,http://www.vgchartz.com/game/81792/dragon-age-inquisition/?region=All
2455.0,Dragon Age: Inquisition,Role-Playing,M,Electronic Arts,BioWare Edmonton,,,,0.63,0.27,0.0,0.09,2014.0,05th Jan 19,1.0,,/games/boxart/full_1009054AmericaFrontccc.jpg,1702661711,XOne,http://www.vgchartz.com/game/81793/dragon-age-inquisition/?region=All
3062.0,Dragon Age: Inquisition,Role-Playing,M,Electronic Arts,BioWare Edmonton,,,,0.38,0.33,,0.07,2014.0,05th Jan 19,1.0,,/games/boxart/full_837231AmericaFrontccc.jpeg,7391649990,PC,http://www.vgchartz.com/game/71354/dragon-age-inquisition/?region=All
3820.0,Dragon Age: Inquisition,Role-Playing,M,Electronic Arts,BioWare Edmonton,,,,0.27,0.18,0.06,0.09,2014.0,05th Jan 19,1.0,,/games/boxart/full_7105926AmericaFrontccc.jpg,4003158556,PS3,http://www.vgchartz.com/game/71355/dragon-age-inquisition/?region=All
4321.0,Dragon Age: Inquisition,Role-Playing,M,Electronic Arts,BioWare Edmonton,,,,0.36,0.12,,0.05,2014.0,05th Jan 19,1.0,,/games/boxart/full_7426534AmericaFrontccc.jpg,1001452991,X360,http://www.vgchartz.com/game/71356/dragon-age-inquisition/?region=All
819.0,Madden NFL 25,Sports,E,EA Sports,EA Tiburon,,7.8,,2.02,0.07,,0.25,2013.0,06th Jan 18,1.0,,/games/boxart/full_8355573AmericaFrontccc.jpg,4815874315,X360,http://www.vgchartz.com/game/71986/madden-nfl-25/?region=All
984.0,Madden NFL 25,Sports,E,Electronic Arts,EA Tiburon,,7.5,,1.62,0.03,,0.38,2013.0,06th Jan 18,1.0,,/games/boxart/full_3929995AmericaFrontccc.jpg,8482821224,PS3,http://www.vgchartz.com/game/71987/madden-nfl-25/?region=All
2519.0,Madden NFL 25,Sports,E,EA Sports,EA Tiburon,,7.4,,0.64,0.15,,0.17,2013.0,06th Jan 18,1.0,,/games/boxart/full_8207200AmericaFrontccc.jpg,1790837564,PS4,http://www.vgchartz.com/game/72629/madden-nfl-25/?region=All
2869.0,Madden NFL 25,Sports,E,EA Sports,EA Tiburon,,7.1,,0.69,0.06,,0.09,2013.0,06th Jan 18,1.0,,/games/boxart/full_1532866AmericaFrontccc.jpg,9384679209,XOne,http://www.vgchartz.com/game/72223/madden-nfl-25/?region=All
833.0,"Papers, Please",Puzzle,,3909 LLC,3909 LLC,,8.4,2.31,,,,,2013.0,20th Jan 18,1.0,,/games/boxart/full_2825731AmericaFrontccc.jpg,5763052841,PC,http://www.vgchartz.com/game/220849/papers-please/?region=All
837.0,Tabletop Simulator,Simulation,,Berserk Games,Berserk Games,,,2.3,,,,,2015.0,18th Feb 18,1.0,,/games/boxart/full_8179036AmericaFrontccc.png,7640355311,PC,http://www.vgchartz.com/game/221115/tabletop-simulator/?region=All
844.0,The Legend of Zelda: The Wind Waker,Action-Adventure,E10,Nintendo,Nintendo EAD,,9.3,2.28,,,,,2013.0,20th Mar 18,1.0,,/games/boxart/full_5986308AmericaFrontccc.jpg,9251630511,WiiU,http://www.vgchartz.com/game/71407/the-legend-of-zelda-the-wind-waker/?region=All
845.0,Darksiders: Warmastered Edition,Action-Adventure,M,THQ Nordic,Kaiko,,,2.28,,,,,2016.0,31st Mar 18,1.0,,/games/boxart/full_7973442PALFrontccc.jpg,4728412676,PC,http://www.vgchartz.com/game/221407/darksiders-warmastered-edition/?region=All
11752.0,Darksiders: Warmastered Edition,Action-Adventure,M,THQ Nordic,Kaiko,,,,0.07,0.02,,0.02,2016.0,31st Mar 18,1.0,,/games/boxart/full_5188430AmericaFrontccc.jpg,2081122964,PS4,http://www.vgchartz.com/game/132803/darksiders-warmastered-edition/?region=All
15704.0,Darksiders: Warmastered Edition,Action-Adventure,M,THQ Nordic,Kaiko,,,,0.04,,,0.0,2016.0,31st Mar 18,1.0,,/games/boxart/full_1155589AmericaFrontccc.jpg,8825081727,XOne,http://www.vgchartz.com/game/132802/darksiders-warmastered-edition/?region=All
17154.0,Darksiders: Warmastered Edition,Action-Adventure,M,THQ Nordic,Kaiko,,,,0.01,0.01,,0.0,2017.0,31st Mar 18,1.0,,/games/boxart/full_1036749AmericaFrontccc.png,1531286355,WiiU,http://www.vgchartz.com/game/132801/darksiders-warmastered-edition/?region=All
855.0,No Man's Sky,Action-Adventure,T,Hello Games,Hello Games,,6.8,,0.89,0.97,0.04,0.37,2016.0,04th Apr 18,1.0,,/games/boxart/full_8736251AmericaFrontccc.jpg,6663268047,PS4,http://www.vgchartz.com/game/84663/no-mans-sky/?region=All
1629.0,No Man's Sky,Action-Adventure,T,Hello Games,Hello Games,,,1.4,,,,,2016.0,04th Apr 18,1.0,,/games/boxart/full_4186961AmericaFrontccc.jpg,3997964364,PC,http://www.vgchartz.com/game/84664/no-mans-sky/?region=All
8200.0,No Man's Sky,Action-Adventure,T,505 Games,Hello Games,,,,0.17,0.04,,0.02,2018.0,04th Apr 18,1.0,,/games/boxart/full_9028570AmericaFrontccc.jpg,9590904737,XOne,http://www.vgchartz.com/game/221764/no-mans-sky/?region=All
860.0,Madden NFL 15,Sports,E,EA Sports,EA Tiburon,,,,1.58,0.25,,0.41,2014.0,04th Jan 18,1.0,,/games/boxart/full_7689614AmericaFrontccc.jpeg,2603360303,PS4,http://www.vgchartz.com/game/81573/madden-nfl-15/?region=All
948.0,Madden NFL 15,Sports,E,EA Sports,EA Tiburon,,,,1.8,0.06,,0.22,2014.0,04th Jan 18,1.0,,/games/boxart/full_2513208AmericaFrontccc.jpg,6284092705,X360,http://www.vgchartz.com/game/81574/madden-nfl-15/?region=All
1349.0,Madden NFL 15,Sports,E,EA Sports,EA Tiburon,,,,1.34,0.1,,0.17,2014.0,04th Jan 18,1.0,,/games/boxart/full_9753990AmericaFrontccc.jpeg,7223021535,XOne,http://www.vgchartz.com/game/81575/madden-nfl-15/?region=All
1497.0,Madden NFL 15,Sports,E,EA Sports,EA Tiburon,,,,1.11,0.11,,0.28,2014.0,04th Jan 18,1.0,,/games/boxart/full_6917012AmericaFrontccc.jpeg,4161009493,PS3,http://www.vgchartz.com/game/81572/madden-nfl-15/?region=All
863.0,Fire Emblem: Awakening,Role-Playing,T,Nintendo,Intelligent Systems,,9.0,2.24,,,,,2013.0,01st Jan 18,1.0,,/games/boxart/full_115466AmericaFrontccc.png,9575663618,3DS,http://www.vgchartz.com/game/70704/fire-emblem-awakening/?region=All
869.0,Battlefield V,Shooter,M,Electronic Arts,EA DICE,,,,0.8,0.93,0.16,0.34,2018.0,19th Dec 18,1.0,9.0,/games/boxart/full_7556934AmericaFrontccc.jpg,9953538774,PS4,http://www.vgchartz.com/game/221995/battlefield-v/?region=All
1413.0,Battlefield V,Shooter,M,Electronic Arts,EA DICE,,,,1.05,0.35,,0.15,2018.0,19th Dec 18,1.0,,/games/boxart/full_3709002AmericaFrontccc.jpg,6199199871,XOne,http://www.vgchartz.com/game/221994/battlefield-v/?region=All
12620.0,Battlefield V,Shooter,M,Electronic Arts,EA DICE,,,,,0.09,,0.01,2018.0,19th Dec 18,1.0,,/games/boxart/full_2412514AmericaFrontccc.jpg,3323799564,PC,http://www.vgchartz.com/game/221996/battlefield-v/?region=All
875.0,Darkest Dungeon,Role-Playing,T,Red Hook Studios,Red Hook Studios,,,2.21,,,,,2016.0,31st Jan 18,1.0,,/games/boxart/full_5606272AmericaFrontccc.jpg,3659945278,PC,http://www.vgchartz.com/game/84592/darkest-dungeon/?region=All
16177.0,Darkest Dungeon,Role-Playing,T,Red Hook Studios,Red Hook Studios,,,,0.02,,0.01,0.01,2018.0,31st Jan 18,1.0,,/games/boxart/full_9254795PALFrontccc.jpg,6840489286,PS4,http://www.vgchartz.com/game/84939/darkest-dungeon/?region=All
16583.0,Darkest Dungeon,Role-Playing,T,Merge Games,Red Hook Studios,,,,0.02,0.01,,0.0,2018.0,18th Jan 18,1.0,,/games/boxart/full_7952090AmericaFrontccc.jpg,7894030615,NS,http://www.vgchartz.com/game/220843/darkest-dungeon/?region=All
27830.0,Darkest Dungeon,Role-Playing,,Red Hook Studios,Red Hook Studios,,,,,,,,2016.0,,1.0,,/games/boxart/default.jpg,6784341803,Linux,http://www.vgchartz.com/game/84590/darkest-dungeon/?region=All
27831.0,Darkest Dungeon,Role-Playing,,Red Hook Studios,Red Hook Studios,,,,,,,,2016.0,,1.0,,/games/boxart/default.jpg,6196987168,OSX,http://www.vgchartz.com/game/84591/darkest-dungeon/?region=All
27832.0,Darkest Dungeon,Role-Playing,T,Red Hook Studios,Red Hook Studios,,,,,,,,2016.0,31st Jan 18,1.0,,/games/boxart/default.jpg,5561599508,PSV,http://www.vgchartz.com/game/84938/darkest-dungeon/?region=All
53360.0,Darkest Dungeon,Role-Playing,T,Red Hook Studios,Red Hook Studios,,,,,,,,2018.0,31st Jan 18,1.0,,/games/boxart/full_3101870AmericaFrontccc.jpg,4989796770,XOne,http://www.vgchartz.com/game/220994/darkest-dungeon/?region=All
876.0,Madden NFL 19,Sports,,EA Sports,EA Tiburon,,,,1.63,0.18,,0.41,2018.0,27th Feb 18,1.0,,/games/boxart/full_3865712AmericaFrontccc.jpg,5571701888,PS4,http://www.vgchartz.com/game/221181/madden-nfl-19/?region=All
1466.0,Madden NFL 19,Sports,,EA Sports,EA Tiburon,,,,1.33,0.02,,0.16,2018.0,27th Feb 18,1.0,,/games/boxart/full_3229235AmericaFrontccc.jpg,2266715386,XOne,http://www.vgchartz.com/game/221182/madden-nfl-19/?region=All
885.0,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,Role-Playing,E10,Nintendo,Level 5,,,2.2,,,,,2018.0,09th Sep 18,1.0,,/games/boxart/full_9614181AmericaFrontccc.jpg,4010828519,3DS,http://www.vgchartz.com/game/85786/yokai-watch-blasters-red-cat-corps-white-dog-squad/?region=All
889.0,Skylanders SWAP Force,Platform,E10,Activision,Beenox,,,,1.23,0.77,,0.19,2013.0,16th Jan 18,1.0,,/games/boxart/full_4664409AmericaFrontccc.jpg,9638264491,Wii,http://www.vgchartz.com/game/73004/skylanders-swap-force/?region=All
1682.0,Skylanders SWAP Force,Platform,E10,Activision,Unknown,,,,0.88,0.35,,0.13,2013.0,20th Mar 18,1.0,,/games/boxart/full_3595470AmericaFrontccc.jpg,5085707890,X360,http://www.vgchartz.com/game/73002/skylanders-swap-force/?region=All
2174.0,Skylanders SWAP Force,Misc,,Activision,Unknown,,,,0.46,0.46,,0.18,2013.0,,1.0,,/games/boxart/full_755968AmericaFrontccc.jpg,4575589908,PS3,http://www.vgchartz.com/game/73005/skylanders-swap-force/?region=All
3786.0,Skylanders SWAP Force,Platform,E10,Activision,Unknown,,,,0.39,0.16,,0.06,2013.0,20th Mar 18,1.0,,/games/boxart/full_3151552AmericaFrontccc.jpg,7088863490,WiiU,http://www.vgchartz.com/game/73003/skylanders-swap-force/?region=All
